ACCESS,ACR,AGEP,BATH,BDSP,BLD,COW,ELEP,FESRP,FKITP,FPARC,FSCHP,FTAXP,GASP,HHL,HHT,HINCP,LANX,MAR,MV,NRC,R18,R65,RAC1P,RMSP,RWAT,SCH,SCHL,SEX,VALP,VALP_B1
1.0,1.0,6,1.0,3.0,2.0,0,90.0,0,0.0,2,0,1.0,90.0,1.0,3.0,12200.0,2,5,5.0,1.0,1.0,0.0,1,5.0,1.0,2,3,1,80000.0,0.0
1.0,3.0,64,1.0,3.0,2.0,6,120.0,0,0.0,0,0,0.0,30.0,1.0,6.0,80000.0,2,3,5.0,0.0,0.0,0.0,1,7.0,1.0,1,22,2,350000.0,1.0
1.0,2.0,53,1.0,3.0,2.0,4,120.0,0,0.0,3,0,0.0,3.0,1.0,3.0,106640.0,2,2,5.0,4.0,1.0,0.0,2,7.0,1.0,1,21,2,85000.0,0.0
1.0,2.0,32,1.0,3.0,2.0,4,120.0,1,0.0,3,1,0.0,3.0,1.0,3.0,106640.0,2,3,5.0,4.0,1.0,0.0,2,7.0,1.0,1,21,1,85000.0,0.0
1.0,2.0,26,1.0,3.0,2.0,1,120.0,1,0.0,3,1,0.0,3.0,1.0,3.0,106640.0,2,5,5.0,4.0,1.0,0.0,2,7.0,1.0,1,18,2,85000.0,0.0
1.0,2.0,7,1.0,3.0,2.0,0,120.0,0,0.0,3,1,0.0,3.0,1.0,3.0,106640.0,2,5,5.0,4.0,1.0,0.0,2,7.0,1.0,2,4,2,85000.0,0.0
1.0,2.0,3,1.0,3.0,2.0,0,120.0,0,0.0,3,1,0.0,3.0,1.0,3.0,106640.0,0,5,5.0,4.0,1.0,0.0,2,7.0,1.0,1,1,2,85000.0,0.0
1.0,2.0,1,1.0,3.0,2.0,0,120.0,0,0.0,3,0,0.0,3.0,1.0,3.0,106640.0,0,5,5.0,4.0,1.0,0.0,2,7.0,1.0,0,0,1,85000.0,0.0
1.0,2.0,0,1.0,3.0,2.0,0,120.0,0,0.0,3,0,0.0,3.0,1.0,3.0,106640.0,0,5,5.0,4.0,1.0,0.0,9,7.0,1.0,0,0,1,85000.0,0.0
1.0,1.0,67,1.0,3.0,2.0,1,170.0,0,0.0,0,0,1.0,170.0,1.0,6.0,17800.0,2,2,6.0,0.0,0.0,1.0,1,9.0,1.0,1,16,2,60000.0,0.0
1.0,2.0,67,1.0,3.0,2.0,0,120.0,0,0.0,4,0,1.0,3.0,1.0,1.0,22500.0,2,1,4.0,0.0,0.0,2.0,1,5.0,1.0,1,20,1,125000.0,0.0
1.0,2.0,66,1.0,3.0,2.0,0,120.0,0,0.0,4,0,1.0,3.0,1.0,1.0,22500.0,2,1,4.0,0.0,0.0,2.0,1,5.0,1.0,1,16,2,125000.0,0.0
1.0,1.0,57,2.0,2.0,2.0,0,260.0,0,0.0,0,0,0.0,120.0,2.0,6.0,8890.0,1,3,4.0,0.0,0.0,0.0,1,4.0,1.0,1,19,2,2000.0,0.0
1.0,1.0,69,1.0,3.0,2.0,1,70.0,0,0.0,4,0,0.0,40.0,4.0,1.0,51800.0,2,1,5.0,0.0,0.0,2.0,2,5.0,1.0,1,20,1,120000.0,0.0
1.0,1.0,68,1.0,3.0,2.0,0,70.0,0,0.0,4,0,0.0,40.0,4.0,1.0,51800.0,1,1,5.0,0.0,0.0,2.0,6,5.0,1.0,1,15,2,120000.0,0.0
1.0,1.0,71,1.0,3.0,2.0,2,120.0,0,0.0,4,0,0.0,40.0,1.0,1.0,47000.0,2,1,7.0,0.0,0.0,2.0,2,10.0,1.0,1,22,2,117000.0,0.0
1.0,1.0,73,1.0,3.0,2.0,3,120.0,0,0.0,4,0,0.0,40.0,1.0,1.0,47000.0,2,1,7.0,0.0,0.0,2.0,2,10.0,1.0,1,19,1,117000.0,0.0
1.0,1.0,93,1.0,3.0,2.0,0,120.0,0,0.0,4,0,0.0,40.0,1.0,1.0,47000.0,2,2,7.0,0.0,0.0,2.0,2,10.0,1.0,1,13,2,117000.0,0.0
1.0,1.0,42,1.0,2.0,2.0,1,240.0,0,0.0,0,0,0.0,3.0,1.0,6.0,58000.0,2,5,7.0,0.0,0.0,0.0,2,4.0,1.0,1,16,2,35000.0,0.0
1.0,1.0,43,1.0,4.0,2.0,3,160.0,0,0.0,2,0,0.0,100.0,1.0,1.0,134000.0,2,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,21,2,160000.0,1.0
1.0,1.0,43,1.0,4.0,2.0,1,160.0,0,0.0,2,0,0.0,100.0,1.0,1.0,134000.0,2,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,16,1,160000.0,1.0
1.0,1.0,15,1.0,4.0,2.0,0,160.0,0,0.0,2,0,0.0,100.0,1.0,1.0,134000.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,2,11,1,160000.0,1.0
1.0,1.0,12,1.0,4.0,2.0,0,160.0,0,0.0,2,0,0.0,100.0,1.0,1.0,134000.0,2,5,5.0,2.0,1.0,0.0,1,7.0,1.0,2,9,1,160000.0,1.0
2.0,1.0,63,1.0,3.0,2.0,1,220.0,0,0.0,4,0,0.0,40.0,1.0,3.0,53200.0,2,5,1.0,0.0,0.0,0.0,2,9.0,1.0,1,19,2,167000.0,1.0
2.0,1.0,25,1.0,3.0,2.0,1,220.0,0,0.0,4,0,0.0,40.0,1.0,3.0,53200.0,2,5,1.0,0.0,0.0,0.0,2,9.0,1.0,1,18,2,167000.0,1.0
1.0,2.0,53,1.0,3.0,2.0,3,480.0,0,0.0,2,0,0.0,3.0,1.0,1.0,47000.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,21,1,45000.0,0.0
1.0,2.0,45,1.0,3.0,2.0,3,480.0,0,0.0,2,0,0.0,3.0,1.0,1.0,47000.0,2,1,5.0,1.0,1.0,0.0,1,7.0,1.0,1,18,2,45000.0,0.0
1.0,2.0,15,1.0,3.0,2.0,0,480.0,0,0.0,2,0,0.0,3.0,1.0,1.0,47000.0,2,5,5.0,1.0,1.0,0.0,1,7.0,1.0,2,13,2,45000.0,0.0
1.0,1.0,30,1.0,3.0,2.0,5,80.0,0,0.0,1,0,0.0,90.0,1.0,1.0,70000.0,2,1,3.0,1.0,1.0,0.0,1,7.0,1.0,1,21,2,70000.0,0.0
1.0,1.0,32,1.0,3.0,2.0,5,80.0,0,0.0,1,0,0.0,90.0,1.0,1.0,70000.0,2,1,3.0,1.0,1.0,0.0,2,7.0,1.0,1,21,1,70000.0,0.0
1.0,1.0,1,1.0,3.0,2.0,0,80.0,0,0.0,1,0,0.0,90.0,1.0,1.0,70000.0,0,5,3.0,1.0,1.0,0.0,9,7.0,1.0,0,0,1,70000.0,0.0
1.0,1.0,44,1.0,3.0,2.0,7,290.0,0,0.0,4,0,1.0,60.0,1.0,1.0,99300.0,2,1,3.0,0.0,0.0,0.0,1,7.0,1.0,1,16,2,350000.0,1.0
1.0,1.0,46,1.0,3.0,2.0,1,290.0,0,0.0,4,0,1.0,60.0,1.0,1.0,99300.0,2,1,3.0,0.0,0.0,0.0,1,7.0,1.0,1,16,1,350000.0,1.0
1.0,1.0,19,1.0,3.0,2.0,1,290.0,0,0.0,4,0,1.0,60.0,1.0,1.0,99300.0,2,5,3.0,0.0,0.0,0.0,1,7.0,1.0,2,16,1,350000.0,1.0
1.0,1.0,41,1.0,2.0,2.0,0,140.0,1,0.0,0,0,0.0,2.0,1.0,5.0,31000.0,2,3,4.0,0.0,0.0,0.0,1,4.0,1.0,1,21,1,60000.0,0.0
1.0,1.0,47,1.0,2.0,2.0,1,140.0,0,0.0,0,0,0.0,2.0,1.0,5.0,31000.0,2,3,4.0,0.0,0.0,0.0,1,4.0,1.0,1,20,2,60000.0,0.0
1.0,2.0,54,1.0,4.0,2.0,1,180.0,0,0.0,4,0,0.0,3.0,1.0,2.0,160100.0,2,3,5.0,0.0,0.0,0.0,1,7.0,1.0,1,16,1,135000.0,1.0
1.0,2.0,21,1.0,4.0,2.0,1,180.0,0,0.0,4,0,0.0,3.0,1.0,2.0,160100.0,2,5,5.0,0.0,0.0,0.0,1,7.0,1.0,2,18,1,135000.0,1.0
1.0,2.0,52,1.0,4.0,2.0,1,180.0,0,0.0,4,0,0.0,3.0,1.0,2.0,160100.0,2,3,5.0,0.0,0.0,0.0,1,7.0,1.0,1,18,2,135000.0,1.0
1.0,2.0,61,1.0,3.0,2.0,4,300.0,0,0.0,4,0,0.0,3.0,1.0,1.0,800.0,2,1,6.0,0.0,0.0,0.0,1,8.0,1.0,1,16,2,180000.0,1.0
1.0,2.0,62,1.0,3.0,2.0,1,300.0,0,0.0,4,0,0.0,3.0,1.0,1.0,800.0,2,1,6.0,0.0,0.0,0.0,1,8.0,1.0,1,21,1,180000.0,1.0
1.0,1.0,46,1.0,3.0,2.0,4,100.0,0,0.0,2,0,0.0,50.0,1.0,1.0,136000.0,2,1,5.0,2.0,1.0,0.0,1,5.0,1.0,1,21,2,120000.0,0.0
1.0,1.0,47,1.0,3.0,2.0,6,100.0,0,0.0,2,0,0.0,50.0,1.0,1.0,136000.0,2,1,5.0,2.0,1.0,0.0,1,5.0,1.0,1,23,1,120000.0,0.0
1.0,1.0,17,1.0,3.0,2.0,0,100.0,0,0.0,2,0,0.0,50.0,1.0,1.0,136000.0,2,5,5.0,2.0,1.0,0.0,1,5.0,1.0,2,13,1,120000.0,0.0
1.0,1.0,15,1.0,3.0,2.0,0,100.0,0,0.0,2,0,0.0,50.0,1.0,1.0,136000.0,2,5,5.0,2.0,1.0,0.0,1,5.0,1.0,2,11,2,120000.0,0.0
1.0,1.0,71,1.0,2.0,2.0,3,70.0,0,0.0,0,0,0.0,40.0,1.0,6.0,54400.0,2,3,4.0,0.0,0.0,1.0,1,4.0,1.0,1,22,2,55000.0,0.0
1.0,2.0,39,1.0,3.0,2.0,1,280.0,0,0.0,2,0,0.0,3.0,1.0,1.0,102400.0,2,1,7.0,3.0,1.0,0.0,1,7.0,1.0,1,20,2,80000.0,0.0
1.0,2.0,39,1.0,3.0,2.0,1,280.0,0,0.0,2,0,0.0,3.0,1.0,1.0,102400.0,2,1,7.0,3.0,1.0,0.0,1,7.0,1.0,1,16,1,80000.0,0.0
1.0,2.0,17,1.0,3.0,2.0,0,280.0,0,0.0,2,0,0.0,3.0,1.0,1.0,102400.0,2,5,7.0,3.0,1.0,0.0,1,7.0,1.0,2,13,1,80000.0,0.0
1.0,2.0,11,1.0,3.0,2.0,0,280.0,0,0.0,2,0,0.0,3.0,1.0,1.0,102400.0,2,5,7.0,3.0,1.0,0.0,1,7.0,1.0,2,8,1,80000.0,0.0
1.0,2.0,8,1.0,3.0,2.0,0,280.0,0,0.0,2,0,0.0,3.0,1.0,1.0,102400.0,2,5,7.0,3.0,1.0,0.0,1,7.0,1.0,2,4,2,80000.0,0.0
2.0,3.0,69,1.0,4.0,2.0,0,160.0,0,0.0,4,0,0.0,20.0,1.0,1.0,80700.0,2,1,7.0,0.0,0.0,2.0,3,8.0,1.0,1,20,1,100000.0,0.0
2.0,3.0,67,1.0,4.0,2.0,3,160.0,0,0.0,4,0,0.0,20.0,1.0,1.0,80700.0,2,1,7.0,0.0,0.0,2.0,1,8.0,1.0,1,16,2,100000.0,0.0
1.0,1.0,43,1.0,3.0,2.0,4,90.0,0,0.0,2,0,0.0,70.0,1.0,1.0,85610.0,2,1,5.0,2.0,1.0,0.0,1,5.0,1.0,1,21,1,125000.0,0.0
1.0,1.0,41,1.0,3.0,2.0,4,90.0,0,0.0,2,0,0.0,70.0,1.0,1.0,85610.0,2,1,5.0,2.0,1.0,0.0,1,5.0,1.0,1,21,2,125000.0,0.0
1.0,1.0,19,1.0,3.0,2.0,1,90.0,0,0.0,2,0,0.0,70.0,1.0,1.0,85610.0,2,5,5.0,2.0,1.0,0.0,3,5.0,1.0,1,18,2,125000.0,0.0
1.0,1.0,11,1.0,3.0,2.0,0,90.0,0,0.0,2,0,0.0,70.0,1.0,1.0,85610.0,2,5,5.0,2.0,1.0,0.0,1,5.0,1.0,2,8,1,125000.0,0.0
1.0,1.0,7,1.0,3.0,2.0,0,90.0,0,0.0,2,0,0.0,70.0,1.0,1.0,85610.0,2,5,5.0,2.0,1.0,0.0,1,5.0,1.0,2,4,2,125000.0,0.0
3.0,1.0,77,1.0,3.0,2.0,8,160.0,0,0.0,4,0,0.0,60.0,1.0,3.0,14300.0,2,2,5.0,0.0,0.0,2.0,1,8.0,1.0,1,12,2,30000.0,0.0
3.0,1.0,80,1.0,3.0,2.0,0,160.0,0,0.0,4,0,0.0,60.0,1.0,3.0,14300.0,2,2,5.0,0.0,0.0,2.0,1,8.0,1.0,1,15,1,30000.0,0.0
1.0,1.0,43,1.0,3.0,2.0,5,130.0,0,0.0,2,0,0.0,40.0,1.0,1.0,121000.0,2,1,4.0,1.0,1.0,0.0,2,11.0,1.0,1,22,2,160000.0,1.0
1.0,1.0,44,1.0,3.0,2.0,1,130.0,0,0.0,2,0,0.0,40.0,1.0,1.0,121000.0,2,1,4.0,1.0,1.0,0.0,2,11.0,1.0,1,19,1,160000.0,1.0
1.0,1.0,6,1.0,3.0,2.0,0,130.0,0,0.0,2,1,0.0,40.0,1.0,1.0,121000.0,2,5,4.0,1.0,1.0,0.0,2,11.0,1.0,2,3,1,160000.0,1.0
1.0,1.0,11,1.0,3.0,2.0,0,130.0,0,0.0,2,1,0.0,40.0,1.0,1.0,121000.0,2,5,4.0,1.0,1.0,0.0,2,11.0,1.0,2,8,2,160000.0,1.0
1.0,1.0,24,1.0,3.0,2.0,1,80.0,0,0.0,4,0,1.0,80.0,1.0,2.0,36000.0,2,5,6.0,0.0,0.0,0.0,1,4.0,1.0,1,21,1,180000.0,1.0
1.0,1.0,20,1.0,3.0,2.0,0,80.0,1,0.0,4,0,1.0,80.0,1.0,2.0,36000.0,2,5,6.0,0.0,0.0,0.0,1,4.0,1.0,1,16,1,180000.0,1.0
1.0,2.0,61,1.0,5.0,2.0,1,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,60000.0,2,1,7.0,0.0,0.0,0.0,1,10.0,1.0,1,21,1,190000.0,1.0
1.0,2.0,61,1.0,5.0,2.0,4,100.0,0,0.0,4,0,0.0,3.0,1.0,1.0,60000.0,2,1,7.0,0.0,0.0,0.0,1,10.0,1.0,1,22,2,190000.0,1.0
3.0,1.0,70,1.0,3.0,2.0,0,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,2,6.0,1.0,1.0,1.0,1,6.0,1.0,1,16,2,50000.0,0.0
3.0,1.0,39,1.0,3.0,2.0,0,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,5,6.0,1.0,1.0,1.0,1,6.0,1.0,1,16,2,50000.0,0.0
3.0,1.0,39,1.0,3.0,2.0,1,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,5,6.0,1.0,1.0,1.0,1,6.0,1.0,1,11,1,50000.0,0.0
3.0,1.0,42,1.0,3.0,2.0,0,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,1,6.0,1.0,1.0,1.0,1,6.0,1.0,1,16,1,50000.0,0.0
3.0,1.0,19,1.0,3.0,2.0,0,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,1,6.0,1.0,1.0,1.0,1,6.0,1.0,2,11,1,50000.0,0.0
3.0,1.0,16,1.0,3.0,2.0,0,170.0,0,0.0,2,0,1.0,80.0,1.0,3.0,37000.0,2,1,6.0,1.0,1.0,1.0,1,6.0,1.0,1,16,1,50000.0,0.0
1.0,2.0,71,1.0,3.0,2.0,0,340.0,0,0.0,4,0,0.0,3.0,1.0,1.0,135400.0,2,1,4.0,0.0,0.0,1.0,1,7.0,1.0,1,16,1,250000.0,1.0
1.0,2.0,59,1.0,3.0,2.0,1,340.0,0,0.0,4,0,0.0,3.0,1.0,1.0,135400.0,2,1,4.0,0.0,0.0,1.0,1,7.0,1.0,1,16,2,250000.0,1.0
1.0,2.0,61,1.0,4.0,2.0,1,130.0,0,0.0,4,0,0.0,30.0,1.0,1.0,260200.0,2,1,6.0,0.0,0.0,0.0,1,9.0,1.0,1,13,1,200000.0,1.0
1.0,2.0,63,1.0,4.0,2.0,0,130.0,0,0.0,4,0,0.0,30.0,1.0,1.0,260200.0,2,1,6.0,0.0,0.0,0.0,1,9.0,1.0,1,17,2,200000.0,1.0
1.0,1.0,64,1.0,3.0,2.0,3,50.0,0,0.0,4,1,0.0,50.0,1.0,1.0,49100.0,2,1,4.0,0.0,0.0,0.0,1,7.0,1.0,1,22,1,170000.0,1.0
1.0,1.0,61,1.0,3.0,2.0,0,50.0,0,0.0,4,0,0.0,50.0,1.0,1.0,49100.0,2,1,4.0,0.0,0.0,0.0,1,7.0,1.0,1,21,2,170000.0,1.0
1.0,1.0,81,1.0,1.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,53200.0,2,1,1.0,0.0,0.0,2.0,1,5.0,1.0,1,14,1,20000.0,0.0
1.0,1.0,66,1.0,1.0,2.0,0,160.0,0,0.0,4,0,0.0,3.0,1.0,1.0,53200.0,2,1,1.0,0.0,0.0,2.0,1,5.0,1.0,1,17,2,20000.0,0.0
1.0,3.0,57,1.0,3.0,2.0,1,300.0,0,0.0,4,0,0.0,3.0,1.0,1.0,43000.0,2,1,6.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,450000.0,1.0
1.0,3.0,57,1.0,3.0,2.0,4,300.0,0,0.0,4,0,0.0,3.0,1.0,1.0,43000.0,2,1,6.0,0.0,0.0,0.0,1,5.0,1.0,1,16,2,450000.0,1.0
1.0,1.0,66,1.0,2.0,2.0,6,90.0,0,0.0,0,0,0.0,60.0,1.0,4.0,35010.0,2,3,7.0,0.0,0.0,1.0,1,4.0,1.0,1,21,1,75000.0,0.0
1.0,2.0,51,1.0,3.0,2.0,2,80.0,0,0.0,0,0,0.0,3.0,1.0,6.0,50000.0,2,5,5.0,0.0,0.0,0.0,1,7.0,1.0,1,21,2,180000.0,1.0
1.0,1.0,81,1.0,2.0,3.0,0,200.0,1,0.0,0,0,1.0,50.0,1.0,6.0,0.0,2,3,6.0,0.0,0.0,1.0,1,4.0,1.0,1,17,2,420000.0,1.0
1.0,2.0,23,1.0,3.0,2.0,5,100.0,0,0.0,0,0,1.0,3.0,1.0,4.0,40000.0,2,5,2.0,0.0,0.0,0.0,1,6.0,1.0,1,16,1,175000.0,1.0
1.0,3.0,33,1.0,4.0,2.0,1,160.0,0,0.0,3,0,0.0,3.0,1.0,1.0,104000.0,2,1,3.0,2.0,1.0,0.0,9,5.0,1.0,1,16,1,200000.0,1.0
1.0,3.0,33,1.0,4.0,2.0,1,160.0,0,0.0,3,0,0.0,3.0,1.0,1.0,104000.0,2,1,3.0,2.0,1.0,0.0,9,5.0,1.0,1,20,2,200000.0,1.0
1.0,3.0,8,1.0,4.0,2.0,0,160.0,0,0.0,3,0,0.0,3.0,1.0,1.0,104000.0,2,5,3.0,2.0,1.0,0.0,9,5.0,1.0,2,4,1,200000.0,1.0
1.0,3.0,4,1.0,4.0,2.0,0,160.0,0,0.0,3,0,0.0,3.0,1.0,1.0,104000.0,0,5,3.0,2.0,1.0,0.0,9,5.0,1.0,2,2,2,200000.0,1.0
1.0,2.0,40,1.0,3.0,2.0,7,350.0,0,0.0,2,0,0.0,3.0,1.0,1.0,29000.0,2,1,4.0,1.0,1.0,0.0,1,5.0,1.0,1,1,1,350000.0,1.0
1.0,2.0,38,1.0,3.0,2.0,2,350.0,1,0.0,2,0,0.0,3.0,1.0,1.0,29000.0,2,1,4.0,1.0,1.0,0.0,1,5.0,1.0,1,15,2,350000.0,1.0
1.0,2.0,19,1.0,3.0,2.0,9,350.0,1,0.0,2,1,0.0,3.0,1.0,1.0,29000.0,2,5,4.0,1.0,1.0,0.0,1,5.0,1.0,2,18,1,350000.0,1.0
1.0,2.0,16,1.0,3.0,2.0,0,350.0,1,0.0,2,1,0.0,3.0,1.0,1.0,29000.0,2,5,4.0,1.0,1.0,0.0,1,5.0,1.0,3,14,2,350000.0,1.0
1.0,1.0,56,1.0,4.0,2.0,4,110.0,0,0.0,4,0,0.0,60.0,1.0,1.0,149000.0,2,1,5.0,0.0,0.0,0.0,1,9.0,1.0,1,21,2,145000.0,1.0
1.0,1.0,57,1.0,4.0,2.0,1,110.0,0,0.0,4,0,0.0,60.0,1.0,1.0,149000.0,2,1,5.0,0.0,0.0,0.0,1,9.0,1.0,1,19,1,145000.0,1.0
1.0,1.0,29,1.0,4.0,2.0,6,110.0,0,0.0,4,0,0.0,60.0,1.0,1.0,149000.0,2,5,5.0,0.0,0.0,0.0,1,9.0,1.0,1,19,2,145000.0,1.0
1.0,1.0,70,1.0,3.0,2.0,3,50.0,1,0.0,4,0,0.0,40.0,1.0,2.0,122500.0,2,2,5.0,0.0,0.0,1.0,3,6.0,1.0,1,16,1,45000.0,0.0
1.0,1.0,49,1.0,3.0,2.0,1,50.0,0,0.0,4,0,0.0,40.0,1.0,2.0,122500.0,2,1,5.0,0.0,0.0,1.0,3,6.0,1.0,1,16,1,45000.0,0.0
1.0,1.0,46,1.0,3.0,2.0,0,50.0,1,0.0,4,0,0.0,40.0,1.0,2.0,122500.0,2,1,5.0,0.0,0.0,1.0,1,6.0,1.0,1,16,2,45000.0,0.0
1.0,1.0,55,1.0,3.0,2.0,1,130.0,0,0.0,4,0,0.0,3.0,1.0,3.0,50100.0,2,2,7.0,0.0,0.0,0.0,1,5.0,1.0,1,21,2,80000.0,0.0
1.0,1.0,59,1.0,3.0,2.0,1,130.0,0,0.0,4,0,0.0,3.0,1.0,3.0,50100.0,2,3,7.0,0.0,0.0,0.0,1,5.0,1.0,1,16,1,80000.0,0.0
3.0,1.0,74,1.0,2.0,2.0,0,100.0,0,0.0,0,0,0.0,60.0,1.0,6.0,14400.0,2,3,5.0,0.0,0.0,1.0,1,5.0,1.0,1,19,2,75000.0,0.0
1.0,1.0,61,1.0,2.0,2.0,1,170.0,0,0.0,4,0,0.0,70.0,1.0,1.0,95000.0,2,1,7.0,0.0,0.0,0.0,1,6.0,1.0,1,19,1,90000.0,0.0
1.0,1.0,60,1.0,2.0,2.0,2,170.0,0,0.0,4,0,0.0,70.0,1.0,1.0,95000.0,2,1,7.0,0.0,0.0,0.0,1,6.0,1.0,1,22,2,90000.0,0.0
1.0,1.0,40,1.0,5.0,2.0,3,160.0,0,0.0,2,0,0.0,50.0,2.0,1.0,70000.0,1,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,19,2,80000.0,0.0
1.0,1.0,46,1.0,5.0,2.0,1,160.0,0,0.0,2,0,0.0,50.0,2.0,1.0,70000.0,1,1,5.0,2.0,1.0,0.0,1,7.0,1.0,1,18,1,80000.0,0.0
1.0,1.0,16,1.0,5.0,2.0,0,160.0,0,0.0,2,0,0.0,50.0,2.0,1.0,70000.0,1,5,5.0,2.0,1.0,0.0,1,7.0,1.0,2,13,2,80000.0,0.0
1.0,1.0,12,1.0,5.0,2.0,0,160.0,0,0.0,2,0,0.0,50.0,2.0,1.0,70000.0,1,5,5.0,2.0,1.0,0.0,1,7.0,1.0,2,9,1,80000.0,0.0
1.0,1.0,49,1.0,4.0,2.0,1,150.0,0,0.0,2,0,0.0,40.0,1.0,1.0,150000.0,2,1,5.0,2.0,1.0,0.0,1,10.0,1.0,1,23,1,245000.0,1.0
1.0,1.0,47,1.0,4.0,2.0,3,150.0,0,0.0,2,0,0.0,40.0,1.0,1.0,150000.0,2,1,5.0,2.0,1.0,0.0,1,10.0,1.0,1,21,2,245000.0,1.0
1.0,1.0,17,1.0,4.0,2.0,0,150.0,0,0.0,2,0,0.0,40.0,1.0,1.0,150000.0,2,5,5.0,2.0,1.0,0.0,1,10.0,1.0,2,13,1,245000.0,1.0
1.0,1.0,14,1.0,4.0,2.0,0,150.0,0,0.0,2,0,0.0,40.0,1.0,1.0,150000.0,2,5,5.0,2.0,1.0,0.0,1,10.0,1.0,2,10,1,245000.0,1.0
1.0,1.0,36,1.0,5.0,2.0,1,120.0,0,0.0,2,0,0.0,80.0,1.0,1.0,110000.0,2,1,4.0,3.0,1.0,0.0,1,11.0,1.0,1,19,1,265000.0,1.0
1.0,1.0,34,1.0,5.0,2.0,1,120.0,0,0.0,2,0,0.0,80.0,1.0,1.0,110000.0,2,1,4.0,3.0,1.0,0.0,1,11.0,1.0,2,20,2,265000.0,1.0
1.0,1.0,12,1.0,5.0,2.0,0,120.0,0,0.0,2,0,0.0,80.0,1.0,1.0,110000.0,2,5,4.0,3.0,1.0,0.0,1,11.0,1.0,2,10,2,265000.0,1.0
1.0,1.0,9,1.0,5.0,2.0,0,120.0,0,0.0,2,0,0.0,80.0,1.0,1.0,110000.0,2,5,4.0,3.0,1.0,0.0,1,11.0,1.0,2,6,1,265000.0,1.0
1.0,1.0,5,1.0,5.0,2.0,0,120.0,0,0.0,2,0,0.0,80.0,1.0,1.0,110000.0,2,5,4.0,3.0,1.0,0.0,1,11.0,1.0,2,3,2,265000.0,1.0
1.0,2.0,48,1.0,4.0,2.0,6,380.0,0,0.0,2,0,0.0,3.0,1.0,1.0,120000.0,2,1,5.0,1.0,1.0,0.0,9,10.0,1.0,1,17,2,180000.0,1.0
1.0,2.0,49,1.0,4.0,2.0,6,380.0,0,0.0,2,0,0.0,3.0,1.0,1.0,120000.0,2,1,5.0,1.0,1.0,0.0,1,10.0,1.0,1,16,1,180000.0,1.0
1.0,2.0,9,1.0,4.0,2.0,0,380.0,0,0.0,2,0,0.0,3.0,1.0,1.0,120000.0,2,5,5.0,1.0,1.0,0.0,9,10.0,1.0,2,6,2,180000.0,1.0
1.0,1.0,53,1.0,4.0,2.0,3,70.0,0,0.0,4,0,0.0,90.0,1.0,1.0,49000.0,2,1,5.0,0.0,0.0,0.0,1,10.0,1.0,1,19,2,200000.0,1.0
1.0,1.0,56,1.0,4.0,2.0,0,70.0,1,0.0,4,1,0.0,90.0,1.0,1.0,49000.0,2,1,5.0,0.0,0.0,0.0,9,10.0,1.0,1,20,1,200000.0,1.0
1.0,1.0,26,1.0,4.0,2.0,1,70.0,1,0.0,4,1,0.0,90.0,1.0,1.0,49000.0,2,5,5.0,0.0,0.0,0.0,9,10.0,1.0,1,17,1,200000.0,1.0
1.0,1.0,45,1.0,4.0,2.0,3,300.0,0,0.0,2,0,1.0,3.0,1.0,1.0,163760.0,2,1,5.0,1.0,1.0,0.0,3,6.0,1.0,1,24,2,240000.0,1.0
1.0,1.0,42,1.0,4.0,2.0,1,300.0,0,0.0,2,0,1.0,3.0,1.0,1.0,163760.0,2,1,5.0,1.0,1.0,0.0,3,6.0,1.0,1,16,1,240000.0,1.0
1.0,1.0,18,1.0,4.0,2.0,3,300.0,0,0.0,2,0,1.0,3.0,1.0,1.0,163760.0,2,5,5.0,1.0,1.0,0.0,3,6.0,1.0,2,15,2,240000.0,1.0
1.0,1.0,14,1.0,4.0,2.0,0,300.0,0,0.0,2,0,1.0,3.0,1.0,1.0,163760.0,2,5,5.0,1.0,1.0,0.0,3,6.0,1.0,2,10,2,240000.0,1.0
1.0,1.0,18,1.0,4.0,2.0,3,300.0,0,0.0,2,0,1.0,3.0,1.0,1.0,163760.0,2,5,5.0,1.0,1.0,0.0,3,6.0,1.0,1,14,1,240000.0,1.0
1.0,1.0,70,1.0,3.0,2.0,1,200.0,0,0.0,4,0,0.0,140.0,1.0,1.0,111300.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,19,2,25000.0,0.0
1.0,1.0,71,1.0,3.0,2.0,0,200.0,0,0.0,4,0,0.0,140.0,1.0,1.0,111300.0,2,1,7.0,0.0,0.0,2.0,1,6.0,1.0,1,19,1,25000.0,0.0
